sample_id,data_json,metadata_json,mxl_file,pdf_file,title,creator,source_format,key_signatures,time_signatures,tempo,resolution,parts_count,track_cnt
QmVwLgB665n4vJBnabNk9Vf7bzyT8GS5KHash9uJ7fYer3,data/13/50/QmVwLgB665n4vJBnabNk9Vf7bzyT8GS5KHash9uJ7fYer3.json,,mxl/13/50/QmVwLgB665n4vJBnabNk9Vf7bzyT8GS5KHash9uJ7fYer3.mxl,pdf/13/50/QmVwLgB665n4vJBnabNk9Vf7bzyT8GS5KHash9uJ7fYer3.pdf,Quick Step. RHu.072,,musescore,G major; G major,2/4; 2/4,100.0002 BPM; 100.0002 BPM,480,0,1
QmWe6yaFqfwyUxKMGsuyBGATKpST9FBn1W2Jrpgk8XREAP,data/14/17/QmWe6yaFqfwyUxKMGsuyBGATKpST9FBn1W2Jrpgk8XREAP.json,,mxl/14/17/QmWe6yaFqfwyUxKMGsuyBGATKpST9FBn1W2Jrpgk8XREAP.mxl,pdf/14/17/QmWe6yaFqfwyUxKMGsuyBGATKpST9FBn1W2Jrpgk8XREAP.pdf,New Castle Troop,,musescore,D major; D major; D major; D major,3/8; 3/8; 3/8; 3/8,120.0 BPM,480,0,1
QmPiSAX1neKgD45csdKc6FnDFxfB5bRssWfWzsSu8WhFLg,data/7/25/QmPiSAX1neKgD45csdKc6FnDFxfB5bRssWfWzsSu8WhFLg.json,,mxl/7/25/QmPiSAX1neKgD45csdKc6FnDFxfB5bRssWfWzsSu8WhFLg.mxl,pdf/7/25/QmPiSAX1neKgD45csdKc6FnDFxfB5bRssWfWzsSu8WhFLg.pdf,Quasi adagio,Bela bartok,musescore,None None,4/4,100.0002 BPM,480,0,1
QmdbejDC7NMnScyPjMWb8fNp1jYaQ7xMdg7QZEauKu3qxu,data/3/11/QmdbejDC7NMnScyPjMWb8fNp1jYaQ7xMdg7QZEauKu3qxu.json,,mxl/3/11/QmdbejDC7NMnScyPjMWb8fNp1jYaQ7xMdg7QZEauKu3qxu.mxl,pdf/3/11/QmdbejDC7NMnScyPjMWb8fNp1jYaQ7xMdg7QZEauKu3qxu.pdf,Lord MacDonald's Rant,,musescore,G major; G major,2/2; 2/2,120.0 BPM,480,0,1
QmX6H4QsgwwDVopgFfbdzV7SUSHjBMPcBbNyz3ATYzxB6b,data/15/5/QmX6H4QsgwwDVopgFfbdzV7SUSHjBMPcBbNyz3ATYzxB6b.json,,mxl/15/5/QmX6H4QsgwwDVopgFfbdzV7SUSHjBMPcBbNyz3ATYzxB6b.mxl,pdf/15/5/QmX6H4QsgwwDVopgFfbdzV7SUSHjBMPcBbNyz3ATYzxB6b.pdf,Newcastle  [A],,musescore,A major; A major,4/4; 4/4,120.0 BPM,480,0,1
QmVktjZkqBxtH3cxwR5LfDedYqruvPSvTEbMNsrp96zWgf,data/13/28/QmVktjZkqBxtH3cxwR5LfDedYqruvPSvTEbMNsrp96zWgf.json,,mxl/13/28/QmVktjZkqBxtH3cxwR5LfDedYqruvPSvTEbMNsrp96zWgf.mxl,pdf/13/28/QmVktjZkqBxtH3cxwR5LfDedYqruvPSvTEbMNsrp96zWgf.pdf,Lads of the Village. RH.178; The,,musescore,G major; G major,2/4; 2/4,139.9998 BPM; 139.9998 BPM,480,0,1
QmWA5nVSNDTae2sFdzCHx2zYf29pHZQvSmwGXBPPiuvYRs,data/14/10/QmWA5nVSNDTae2sFdzCHx2zYf29pHZQvSmwGXBPPiuvYRs.json,,mxl/14/10/QmWA5nVSNDTae2sFdzCHx2zYf29pHZQvSmwGXBPPiuvYRs.mxl,pdf/14/10/QmWA5nVSNDTae2sFdzCHx2zYf29pHZQvSmwGXBPPiuvYRs.pdf,String Quartet composition 2,Jasmine Grundy,musescore,None None,6/8,120.0 BPM,480,0,4
QmeWGqSiBWM9tWKSboUvzQL8LYCQVBZzSXBw1b5GU2pmUz,data/4/51/QmeWGqSiBWM9tWKSboUvzQL8LYCQVBZzSXBw1b5GU2pmUz.json,,mxl/4/51/QmeWGqSiBWM9tWKSboUvzQL8LYCQVBZzSXBw1b5GU2pmUz.mxl,pdf/4/51/QmeWGqSiBWM9tWKSboUvzQL8LYCQVBZzSXBw1b5GU2pmUz.pdf,My Ain Kind Dearie [2],,musescore,,6/8,120.0 BPM,480,0,1
QmSATBNo3yB5jQcNvXCtccZiEnaNGCqWXFFeEB1Js9WWjQ,data/10/10/QmSATBNo3yB5jQcNvXCtccZiEnaNGCqWXFFeEB1Js9WWjQ.json,,mxl/10/10/QmSATBNo3yB5jQcNvXCtccZiEnaNGCqWXFFeEB1Js9WWjQ.mxl,pdf/10/10/QmSATBNo3yB5jQcNvXCtccZiEnaNGCqWXFFeEB1Js9WWjQ.pdf,the Lads of Dunce,,musescore,D major; D major,6/8; 6/8,120.0 BPM,480,0,1
QmPLgvDehR789niYzMgoeJ3YQCiQvDquXiXaprn2oB3C5m,data/7/30/QmPLgvDehR789niYzMgoeJ3YQCiQvDquXiXaprn2oB3C5m.json,,mxl/7/30/QmPLgvDehR789niYzMgoeJ3YQCiQvDquXiXaprn2oB3C5m.mxl,pdf/7/30/QmPLgvDehR789niYzMgoeJ3YQCiQvDquXiXaprn2oB3C5m.pdf,The Quarry Cross,,musescore,E minor; E minor,2/2; 2/2,120.0 BPM,480,0,1
QmcKSpxtAMydmoAtk3iuFZqUUZgRtnFV1m2jUSSZTr6RHo,data/2/29/QmcKSpxtAMydmoAtk3iuFZqUUZgRtnFV1m2jUSSZTr6RHo.json,,mxl/2/29/QmcKSpxtAMydmoAtk3iuFZqUUZgRtnFV1m2jUSSZTr6RHo.mxl,pdf/2/29/QmcKSpxtAMydmoAtk3iuFZqUUZgRtnFV1m2jUSSZTr6RHo.pdf,,,musescore,None None,6/8,85.9998 BPM,480,0,2
QmVf54BcNmuKnUmS2ZHixMZNxj2xytGHub4C1rtD6uMQN8,data/13/19/QmVf54BcNmuKnUmS2ZHixMZNxj2xytGHub4C1rtD6uMQN8.json,,mxl/13/19/QmVf54BcNmuKnUmS2ZHixMZNxj2xytGHub4C1rtD6uMQN8.mxl,pdf/13/19/QmVf54BcNmuKnUmS2ZHixMZNxj2xytGHub4C1rtD6uMQN8.pdf,galaxy,Floris Heijink,musescore,None None; None None,4/4; 4/4,120.0 BPM,480,0,1
QmWtirhXUh22rpQng32hpUMiHEYDYkMK5ZB3zBjF5VthT5,data/14/44/QmWtirhXUh22rpQng32hpUMiHEYDYkMK5ZB3zBjF5VthT5.json,,mxl/14/44/QmWtirhXUh22rpQng32hpUMiHEYDYkMK5ZB3zBjF5VthT5.mxl,pdf/14/44/QmWtirhXUh22rpQng32hpUMiHEYDYkMK5ZB3zBjF5VthT5.pdf,Frogs' Frolic,,musescore,E minor; E minor,6/8; 6/8,120.0 BPM,480,0,1
QmbU9ksGHqnQVhA61KuvtQtji4KVNqSbVA9H4FKzEsV5dk,data/1/47/QmbU9ksGHqnQVhA61KuvtQtji4KVNqSbVA9H4FKzEsV5dk.json,,mxl/1/47/QmbU9ksGHqnQVhA61KuvtQtji4KVNqSbVA9H4FKzEsV5dk.mxl,pdf/1/47/QmbU9ksGHqnQVhA61KuvtQtji4KVNqSbVA9H4FKzEsV5dk.pdf,"Akta dig f\""or flickor",,musescore,G major; G major; D major; G major; D major,2/2; 2/2; 2/2,120.0 BPM,480,0,1
QmRjwhxhzzxFR3t7XGc65jnfxQTAVKRxXUHpodujyvCmoo,data/9/26/QmRjwhxhzzxFR3t7XGc65jnfxQTAVKRxXUHpodujyvCmoo.json,,mxl/9/26/QmRjwhxhzzxFR3t7XGc65jnfxQTAVKRxXUHpodujyvCmoo.mxl,pdf/9/26/QmRjwhxhzzxFR3t7XGc65jnfxQTAVKRxXUHpodujyvCmoo.pdf,Angels from the Realms of Glory,,musescore,,4/4,120.0 BPM,480,0,1
QmZRprpjKFbgDsS9TTagKA7XdKkgQLLGSKpMBwKQcGREzi,data/17/41/QmZRprpjKFbgDsS9TTagKA7XdKkgQLLGSKpMBwKQcGREzi.json,,mxl/17/41/QmZRprpjKFbgDsS9TTagKA7XdKkgQLLGSKpMBwKQcGREzi.mxl,pdf/17/41/QmZRprpjKFbgDsS9TTagKA7XdKkgQLLGSKpMBwKQcGREzi.pdf,Waken; 65.65,Samuel Collingwood Hamerton; 1861,musescore,G major,4/4,115.0002 BPM,480,0,2
QmPQwGHzBQKqTKWEq9WSMeg73aRHUW38gDUa934kYA4vvR,data/7/39/QmPQwGHzBQKqTKWEq9WSMeg73aRHUW38gDUa934kYA4vvR.json,,mxl/7/39/QmPQwGHzBQKqTKWEq9WSMeg73aRHUW38gDUa934kYA4vvR.mxl,pdf/7/39/QmPQwGHzBQKqTKWEq9WSMeg73aRHUW38gDUa934kYA4vvR.pdf,The Belfast lasses,anon.,musescore,G major,4/4; 2/2,120.0 BPM,480,0,1
QmY2odcygSM1PUt7tkKzQU9XroKFouKbQCzC6PL1ENFHTN,data/16/1/QmY2odcygSM1PUt7tkKzQU9XroKFouKbQCzC6PL1ENFHTN.json,,mxl/16/1/QmY2odcygSM1PUt7tkKzQU9XroKFouKbQCzC6PL1ENFHTN.mxl,pdf/16/1/QmY2odcygSM1PUt7tkKzQU9XroKFouKbQCzC6PL1ENFHTN.pdf,Go to Cow with me Johnny. Roose.0327,,musescore,D major; D major,9/8; 9/8,177.0 BPM; 177.0 BPM,480,0,1
QmWh6Za8u4scuLF3KGHEFxCWdnkz5cj8SuKbuRKFmLWuBY,data/14/23/QmWh6Za8u4scuLF3KGHEFxCWdnkz5cj8SuKbuRKFmLWuBY.json,,mxl/14/23/QmWh6Za8u4scuLF3KGHEFxCWdnkz5cj8SuKbuRKFmLWuBY.mxl,pdf/14/23/QmWh6Za8u4scuLF3KGHEFxCWdnkz5cj8SuKbuRKFmLWuBY.pdf,Man from Newry; The,,musescore,G major; G major,2/2; 2/2,120.0 BPM,480,0,1
QmSZ9zZDwLx6z8vivUhRXBiaFLhARRH4CJ7k3JYqDyqi4f,data/10/57/QmSZ9zZDwLx6z8vivUhRXBiaFLhARRH4CJ7k3JYqDyqi4f.json,,mxl/10/57/QmSZ9zZDwLx6z8vivUhRXBiaFLhARRH4CJ7k3JYqDyqi4f.mxl,pdf/10/57/QmSZ9zZDwLx6z8vivUhRXBiaFLhARRH4CJ7k3JYqDyqi4f.pdf,São Paulo,Vincent Mango; Max Eibeck,musescore,,4/4,78.0 BPM,480,0,1
QmNdAK9n9MwmVXH95Vf4cPPoWAqYqnZsPppMZNJ4FZYrH8,data/6/15/QmNdAK9n9MwmVXH95Vf4cPPoWAqYqnZsPppMZNJ4FZYrH8.json,,mxl/6/15/QmNdAK9n9MwmVXH95Vf4cPPoWAqYqnZsPppMZNJ4FZYrH8.mxl,pdf/6/15/QmNdAK9n9MwmVXH95Vf4cPPoWAqYqnZsPppMZNJ4FZYrH8.pdf,Morning Star; 11.10.11.10,James Proctor Harding; 1892,musescore,Ab major,4/4,120.0 BPM,480,0,2
QmfPDQcNv9VXiMjGPrqVn9MdoALR2WodJ7v6nyBJ2gfrWk,data/5/37/QmfPDQcNv9VXiMjGPrqVn9MdoALR2WodJ7v6nyBJ2gfrWk.json,,mxl/5/37/QmfPDQcNv9VXiMjGPrqVn9MdoALR2WodJ7v6nyBJ2gfrWk.mxl,pdf/5/37/QmfPDQcNv9VXiMjGPrqVn9MdoALR2WodJ7v6nyBJ2gfrWk.pdf,,,musescore,,3/4,120.0 BPM,480,0,1
QmajgYjtBeNu7UGZrx4A3Dt5Pz167K7nfRhmE6WSPPs1bt,data/0/26/QmajgYjtBeNu7UGZrx4A3Dt5Pz167K7nfRhmE6WSPPs1bt.json,,mxl/0/26/QmajgYjtBeNu7UGZrx4A3Dt5Pz167K7nfRhmE6WSPPs1bt.mxl,pdf/0/26/QmajgYjtBeNu7UGZrx4A3Dt5Pz167K7nfRhmE6WSPPs1bt.pdf,,,musescore,F major,4/4; 4/4,126.0 BPM; 126.0 BPM; 126.0 BPM; 126.0 BPM; 124.00019999999999 BPM; 121.9998 BPM; 120.0 BPM; 117.0 BPM; 114.0 BPM; 112.0002 BPM; 111.0 BPM; 111.0 BPM; 109.0002 BPM; 108.0 BPM,480,0,4
QmNhDyHKBorCvS2ouuXMd44z5fqepJXjCzZ7BGtVHoi7cT,data/6/23/QmNhDyHKBorCvS2ouuXMd44z5fqepJXjCzZ7BGtVHoi7cT.json,,mxl/6/23/QmNhDyHKBorCvS2ouuXMd44z5fqepJXjCzZ7BGtVHoi7cT.mxl,pdf/6/23/QmNhDyHKBorCvS2ouuXMd44z5fqepJXjCzZ7BGtVHoi7cT.pdf,Warszawianka,,musescore,,4/4,120.0 BPM,480,0,1
QmPBA6JZR9syjeih41ZrGYU6k2SQzwkaDzTrG6Lh78bAPb,data/7/12/QmPBA6JZR9syjeih41ZrGYU6k2SQzwkaDzTrG6Lh78bAPb.json,,mxl/7/12/QmPBA6JZR9syjeih41ZrGYU6k2SQzwkaDzTrG6Lh78bAPb.mxl,pdf/7/12/QmPBA6JZR9syjeih41ZrGYU6k2SQzwkaDzTrG6Lh78bAPb.pdf,Banks of Green Willow Version 1 of 2,Mr. and Mrs. Cranstone (p. 4); Billingshurst; VI. 07 Transcribed by Simon Furey and Lewis Jones,musescore,A major,3/4; 3/4,120.0 BPM,480,0,1
QmfSxkmZiZURYBPaMssyMm7vu15BvFAW3jU1MeAWxiGZcU,data/5/43/QmfSxkmZiZURYBPaMssyMm7vu15BvFAW3jU1MeAWxiGZcU.json,,mxl/5/43/QmfSxkmZiZURYBPaMssyMm7vu15BvFAW3jU1MeAWxiGZcU.mxl,pdf/5/43/QmfSxkmZiZURYBPaMssyMm7vu15BvFAW3jU1MeAWxiGZcU.pdf,,,musescore,None None,2/4,109.9998 BPM,480,0,2
Qmcn58dg3yemaFnjWMNnE51DPUPynMKDc5jz3CyxDSXPQD,data/2/33/Qmcn58dg3yemaFnjWMNnE51DPUPynMKDc5jz3CyxDSXPQD.json,,mxl/2/33/Qmcn58dg3yemaFnjWMNnE51DPUPynMKDc5jz3CyxDSXPQD.mxl,pdf/2/33/Qmcn58dg3yemaFnjWMNnE51DPUPynMKDc5jz3CyxDSXPQD.pdf,Plano; 88.88.88,Pluma M. Kimball Brown; 1897,musescore,,3/4,82.9998 BPM,480,0,2
QmThVqED1MrajnvUBpwrFsr36cC5TUVB4FP6ikJqBsKKdE,data/11/23/QmThVqED1MrajnvUBpwrFsr36cC5TUVB4FP6ikJqBsKKdE.json,,mxl/11/23/QmThVqED1MrajnvUBpwrFsr36cC5TUVB4FP6ikJqBsKKdE.mxl,pdf/11/23/QmThVqED1MrajnvUBpwrFsr36cC5TUVB4FP6ikJqBsKKdE.pdf,5 seconds,,musescore,,4/4,120.0 BPM,480,0,1
QmcdEc7zuwpUCPvSdZ4yjpNtxCvM558vJ6uGpojZasohLM,data/2/15/QmcdEc7zuwpUCPvSdZ4yjpNtxCvM558vJ6uGpojZasohLM.json,,mxl/2/15/QmcdEc7zuwpUCPvSdZ4yjpNtxCvM558vJ6uGpojZasohLM.mxl,pdf/2/15/QmcdEc7zuwpUCPvSdZ4yjpNtxCvM558vJ6uGpojZasohLM.pdf,O Woman of the House; Is Not That Pleasant!,,musescore,F major,6/8,162.0 BPM,480,0,1
QmPBVCMxZZTAFTBiWAzXpsFEi15FjbtFdzqgQwwtFSieNs,data/7/12/QmPBVCMxZZTAFTBiWAzXpsFEi15FjbtFdzqgQwwtFSieNs.json,,mxl/7/12/QmPBVCMxZZTAFTBiWAzXpsFEi15FjbtFdzqgQwwtFSieNs.mxl,pdf/7/12/QmPBVCMxZZTAFTBiWAzXpsFEi15FjbtFdzqgQwwtFSieNs.pdf,da Day Dawn,,musescore,,2/4,120.0 BPM,480,0,1
QmTCWVNsnNSL9NLrZYkHrEpJzYLXfbVQ8eC355wBTJDCof,data/11/14/QmTCWVNsnNSL9NLrZYkHrEpJzYLXfbVQ8eC355wBTJDCof.json,,mxl/11/14/QmTCWVNsnNSL9NLrZYkHrEpJzYLXfbVQ8eC355wBTJDCof.mxl,pdf/11/14/QmTCWVNsnNSL9NLrZYkHrEpJzYLXfbVQ8eC355wBTJDCof.pdf,--,--; --,musescore,None None,4/4,150.0 BPM; 135.0 BPM; 79.9998 BPM; 135.0 BPM; 79.9998 BPM; 70.0002 BPM; 64.9998 BPM,480,0,1
QmPunuf8yQksFSd9EtuBcWGdpsmjGWdiZEo2Nf455bthiY,data/7/46/QmPunuf8yQksFSd9EtuBcWGdpsmjGWdiZEo2Nf455bthiY.json,,mxl/7/46/QmPunuf8yQksFSd9EtuBcWGdpsmjGWdiZEo2Nf455bthiY.mxl,pdf/7/46/QmPunuf8yQksFSd9EtuBcWGdpsmjGWdiZEo2Nf455bthiY.pdf,Morris Off,,musescore,G major; G major; G major,2/4; 2/4; 2/4,120.0 BPM,480,0,1
QmS6mZZn8B7xJ6EwWTY9a3xBvgXpKHyXgTDbAMH4rUtEhi,data/10/5/QmS6mZZn8B7xJ6EwWTY9a3xBvgXpKHyXgTDbAMH4rUtEhi.json,,mxl/10/5/QmS6mZZn8B7xJ6EwWTY9a3xBvgXpKHyXgTDbAMH4rUtEhi.mxl,pdf/10/5/QmS6mZZn8B7xJ6EwWTY9a3xBvgXpKHyXgTDbAMH4rUtEhi.pdf,Johnny Box,,musescore,D major; D major; D major,2/4; 2/4; 2/4,139.9998 BPM; 139.9998 BPM; 139.9998 BPM,480,0,1
QmS5i27ir6JhDiV6jjpJykRP8LD2kxyvn7RK5p1N4EMjX6,data/10/4/QmS5i27ir6JhDiV6jjpJykRP8LD2kxyvn7RK5p1N4EMjX6.json,,mxl/10/4/QmS5i27ir6JhDiV6jjpJykRP8LD2kxyvn7RK5p1N4EMjX6.mxl,pdf/10/4/QmS5i27ir6JhDiV6jjpJykRP8LD2kxyvn7RK5p1N4EMjX6.pdf,My Soul Is Filled with Glory,John Millard Harris,musescore,D major,4/4,108.0 BPM,480,0,2
QmdVr3Bsqob2RYvzYFRMuLuFmv9zK3xXNJ1NppAUQRbeUm,data/3/49/QmdVr3Bsqob2RYvzYFRMuLuFmv9zK3xXNJ1NppAUQRbeUm.json,,mxl/3/49/QmdVr3Bsqob2RYvzYFRMuLuFmv9zK3xXNJ1NppAUQRbeUm.mxl,pdf/3/49/QmdVr3Bsqob2RYvzYFRMuLuFmv9zK3xXNJ1NppAUQRbeUm.pdf,La bergère aux champs,trad.,musescore,G major; G major,6/8; 3/8; 6/8; 3/8; 6/8; 6/8; 3/8; 6/8; 3/8; 6/8,120.0 BPM; 120.0 BPM,480,0,1
Qmeht4UzxJfRcs6BRL1QMK22SfghGWC6mtPsW3hGpbXNYq,data/4/23/Qmeht4UzxJfRcs6BRL1QMK22SfghGWC6mtPsW3hGpbXNYq.json,,mxl/4/23/Qmeht4UzxJfRcs6BRL1QMK22SfghGWC6mtPsW3hGpbXNYq.mxl,pdf/4/23/Qmeht4UzxJfRcs6BRL1QMK22SfghGWC6mtPsW3hGpbXNYq.pdf,Off To California. FTB.103,,musescore,G major; G major,4/4; 4/4,79.9998 BPM; 79.9998 BPM,480,0,1
QmexUdUyuQudYrfZ1rEzNGNCuFZeuPGbMBKtrQW1ZjEKCK,data/4/52/QmexUdUyuQudYrfZ1rEzNGNCuFZeuPGbMBKtrQW1ZjEKCK.json,,mxl/4/52/QmexUdUyuQudYrfZ1rEzNGNCuFZeuPGbMBKtrQW1ZjEKCK.mxl,pdf/4/52/QmexUdUyuQudYrfZ1rEzNGNCuFZeuPGbMBKtrQW1ZjEKCK.pdf,Lend a Hand,Carey Boggess,musescore,,4/4,120.0 BPM,480,0,2
QmZbZ4fF4yNnqxyg4exdmztudkqHi89TaryouNnJq5W4uh,data/17/11/QmZbZ4fF4yNnqxyg4exdmztudkqHi89TaryouNnJq5W4uh.json,,mxl/17/11/QmZbZ4fF4yNnqxyg4exdmztudkqHi89TaryouNnJq5W4uh.mxl,pdf/17/11/QmZbZ4fF4yNnqxyg4exdmztudkqHi89TaryouNnJq5W4uh.pdf,[ID 4-50v],Urheber unbekannt Erstbeleg: 1767 (Datum in der schriftlichen Quelle) Datum in der hier transkribierten schriftlichen Quelle: 1792,musescore,D major; D major,3/4; 3/4; 3/4; 3/4; 3/4,120.0 BPM,480,0,2
QmS3asFAkGuD76TX8VdoGVfHGqhuxCyuJtJZgT4z3EAXkQ,data/10/2/QmS3asFAkGuD76TX8VdoGVfHGqhuxCyuJtJZgT4z3EAXkQ.json,,mxl/10/2/QmS3asFAkGuD76TX8VdoGVfHGqhuxCyuJtJZgT4z3EAXkQ.mxl,pdf/10/2/QmS3asFAkGuD76TX8VdoGVfHGqhuxCyuJtJZgT4z3EAXkQ.pdf,Green Hill Zone,,musescore,,4/4,160.0002 BPM; 109.9998 BPM,480,0,6
QmakRHh2KSi3PP5whX3uKXofZesDjU4xeweNa134GLpJuF,data/0/28/QmakRHh2KSi3PP5whX3uKXofZesDjU4xeweNa134GLpJuF.json,,mxl/0/28/QmakRHh2KSi3PP5whX3uKXofZesDjU4xeweNa134GLpJuF.mxl,pdf/0/28/QmakRHh2KSi3PP5whX3uKXofZesDjU4xeweNa134GLpJuF.pdf,Gravel Walk,,musescore,G major; G major,4/4; 4/4,150.0 BPM; 150.0 BPM,480,0,1
QmShrV1dq8CkMhauRiHGDMGNHGmQh7pTACBuqmUod1iYj3,data/10/23/QmShrV1dq8CkMhauRiHGDMGNHGmQh7pTACBuqmUod1iYj3.json,,mxl/10/23/QmShrV1dq8CkMhauRiHGDMGNHGmQh7pTACBuqmUod1iYj3.mxl,pdf/10/23/QmShrV1dq8CkMhauRiHGDMGNHGmQh7pTACBuqmUod1iYj3.pdf,Glen Echo Jig (\251Larry Unger),,musescore,Bb major; Bb major,6/8; 6/8,120.0 BPM,480,0,1
QmcmrnT5oaWqdFfS3X2LTGNXoEPs46EHbGgAyLwLmPXYLw,data/2/31/QmcmrnT5oaWqdFfS3X2LTGNXoEPs46EHbGgAyLwLmPXYLw.json,,mxl/2/31/QmcmrnT5oaWqdFfS3X2LTGNXoEPs46EHbGgAyLwLmPXYLw.mxl,pdf/2/31/QmcmrnT5oaWqdFfS3X2LTGNXoEPs46EHbGgAyLwLmPXYLw.pdf,Tom Jones's. ThoH.025,,musescore,,3/2; 3/2,180.0 BPM; 180.0 BPM,480,0,1
QmSofAYFn9HRQu7dc7zs3p6v87hKR6dAde77uuHQtQfnCn,data/10/35/QmSofAYFn9HRQu7dc7zs3p6v87hKR6dAde77uuHQtQfnCn.json,,mxl/10/35/QmSofAYFn9HRQu7dc7zs3p6v87hKR6dAde77uuHQtQfnCn.mxl,pdf/10/35/QmSofAYFn9HRQu7dc7zs3p6v87hKR6dAde77uuHQtQfnCn.pdf,Siege Of Delhi,,musescore,G major,4/4,120.0 BPM,480,0,1
QmSDfLJeDw8VgzcELNsz7EKq7MNnhWqYaz27QqQTXnPrN7,data/10/16/QmSDfLJeDw8VgzcELNsz7EKq7MNnhWqYaz27QqQTXnPrN7.json,,mxl/10/16/QmSDfLJeDw8VgzcELNsz7EKq7MNnhWqYaz27QqQTXnPrN7.mxl,pdf/10/16/QmSDfLJeDw8VgzcELNsz7EKq7MNnhWqYaz27QqQTXnPrN7.pdf,Mr MacFarlane Of Skye,,musescore,B minor; B minor; B minor,4/4; 4/4; 4/4,120.0 BPM,480,0,1
Qma791C1paBFokrdLAN3wQP61qbdQNpZuh7FjEzELPEvmX,data/0/6/Qma791C1paBFokrdLAN3wQP61qbdQNpZuh7FjEzELPEvmX.json,,mxl/0/6/Qma791C1paBFokrdLAN3wQP61qbdQNpZuh7FjEzELPEvmX.mxl,pdf/0/6/Qma791C1paBFokrdLAN3wQP61qbdQNpZuh7FjEzELPEvmX.pdf,a New Italian Ground,,musescore,G major; G major,3/4; 3/4,120.0 BPM,480,0,1
QmXyGDZ9847fdUCJW8AKTjrc3vKUvQuh7rcR9C7q1FWEn2,data/15/54/QmXyGDZ9847fdUCJW8AKTjrc3vKUvQuh7rcR9C7q1FWEn2.json,,mxl/15/54/QmXyGDZ9847fdUCJW8AKTjrc3vKUvQuh7rcR9C7q1FWEn2.mxl,pdf/15/54/QmXyGDZ9847fdUCJW8AKTjrc3vKUvQuh7rcR9C7q1FWEn2.pdf,O biondetta,Giovanni Antonio Rigatti,musescore,,4/4; 4/4,79.9998 BPM; 79.9998 BPM; 79.9998 BPM; 79.9998 BPM,480,0,2
QmTTnN6P6Cr7yVmpcdgwGtkfno7HJrww8Yw42a3HahQgE5,data/11/45/QmTTnN6P6Cr7yVmpcdgwGtkfno7HJrww8Yw42a3HahQgE5.json,,mxl/11/45/QmTTnN6P6Cr7yVmpcdgwGtkfno7HJrww8Yw42a3HahQgE5.mxl,pdf/11/45/QmTTnN6P6Cr7yVmpcdgwGtkfno7HJrww8Yw42a3HahQgE5.pdf,Amazing Grace,,musescore,,3/4,88.00019999999999 BPM,480,0,4
QmbrCiQ3XhNdnGXVeBYngiRHYL2VEVFm8dggPe8FoDqrLK,data/1/40/QmbrCiQ3XhNdnGXVeBYngiRHYL2VEVFm8dggPe8FoDqrLK.json,,mxl/1/40/QmbrCiQ3XhNdnGXVeBYngiRHYL2VEVFm8dggPe8FoDqrLK.mxl,pdf/1/40/QmbrCiQ3XhNdnGXVeBYngiRHYL2VEVFm8dggPe8FoDqrLK.pdf,Father Kelly's,,musescore,D major; D major; G major; G major; G major; G major,4/4; 4/4,120.0 BPM,480,0,1
QmZoAB4cT1yrHLBeNTD5URCK3N8gZzZ5iWrAnTeT69CA7Q,data/17/35/QmZoAB4cT1yrHLBeNTD5URCK3N8gZzZ5iWrAnTeT69CA7Q.json,,mxl/17/35/QmZoAB4cT1yrHLBeNTD5URCK3N8gZzZ5iWrAnTeT69CA7Q.mxl,pdf/17/35/QmZoAB4cT1yrHLBeNTD5URCK3N8gZzZ5iWrAnTeT69CA7Q.pdf,,,musescore,F major,2/2; 3/2; 2/2,160.0002 BPM; 160.0002 BPM; 160.0002 BPM; 160.0002 BPM,480,0,4
QmTJy44UHf5SSm1hGCoRsFcdUrwUgrANDfgHaBk25CvG6x,data/11/27/QmTJy44UHf5SSm1hGCoRsFcdUrwUgrANDfgHaBk25CvG6x.json,,mxl/11/27/QmTJy44UHf5SSm1hGCoRsFcdUrwUgrANDfgHaBk25CvG6x.mxl,pdf/11/27/QmTJy44UHf5SSm1hGCoRsFcdUrwUgrANDfgHaBk25CvG6x.pdf,,,musescore,,,120.0 BPM,480,0,1
QmZdVkqq3cgv9182mAU9necP8g4xaUBYnBtwGpDsqkmt1U,data/17/15/QmZdVkqq3cgv9182mAU9necP8g4xaUBYnBtwGpDsqkmt1U.json,,mxl/17/15/QmZdVkqq3cgv9182mAU9necP8g4xaUBYnBtwGpDsqkmt1U.mxl,pdf/17/15/QmZdVkqq3cgv9182mAU9necP8g4xaUBYnBtwGpDsqkmt1U.pdf,Carey's Minuet,,musescore,Bb major; Bb major,3/4; 3/4,120.0 BPM,480,0,1
QmSLxvVAW34v3VUezzCttyXVV1pyRUSUJEFaw2qJ8EK5YD,data/10/30/QmSLxvVAW34v3VUezzCttyXVV1pyRUSUJEFaw2qJ8EK5YD.json,,mxl/10/30/QmSLxvVAW34v3VUezzCttyXVV1pyRUSUJEFaw2qJ8EK5YD.mxl,pdf/10/30/QmSLxvVAW34v3VUezzCttyXVV1pyRUSUJEFaw2qJ8EK5YD.pdf,Little Skirmish. HSJJ.035,,musescore,D major; D major,6/8; 6/8,70.0002 BPM; 70.0002 BPM,480,0,1
